year	iso3_d	reg	pop_wb_d	migt_wb	mignt_wb	mig_wb	mig_un	o_mig_un10	o_mig_un9	o_mig_un8	o_mig_un7	o_mig_un6	o_mig_un5	o_mig_un4	o_mig_un3	o_mig_un2	o_mig_un1	o_migt_dioc10	o_migt_dioc9	o_migt_dioc8	o_migt_dioc7	o_migt_dioc6	o_migt_dioc5	o_migt_dioc4	o_migt_dioc3	o_migt_dioc2	o_migt_dioc1	o_mignt_dioc10	o_mignt_dioc9	o_mignt_dioc8	o_mignt_dioc7	o_mignt_dioc6	o_mignt_dioc5	o_mignt_dioc4	o_mignt_dioc3	o_mignt_dioc2	o_mignt_dioc1	avg_o_mig_un	avg_o_migt_dioc	avg_o_mignt_dioc	rank_o_mig_un	rank_o_migt_dioc	rank_o_mignt_dioc	migt_sh_wb	mignt_sh_wb
2000	"AUS"	"Western Offshoots"	19028802	1114702	2922827	4167034	4011810	52	52	52	53	54	56	56	56	56	57	31	32	34	34	34	38	41	42	46	48	55	55	55	56	56	56	57	57	58	60	53.16667	33.83333	55.5	1	4	1	.2675049	.7014167
2010	"AUS"	"Western Offshoots"	22031750	2189162	3103182	5598228	5422780	57	57	58	60	60	61	62	63	63	65	39	43	44	45	46	47	54	57	59	61	52	53	53	55	56	57	59	61	62	63	58.83333	44	54.33333	1	3	1	.3910455	.554315
2000	"CAN"	"Western Offshoots"	30685730	2325116	3028049	5558364	5272049	49	50	51	52	53	53	54	54	54	55	37	38	41	43	43	44	47	49	53	59	40	40	40	42	46	48	51	54	55	55	51.33333	41	42.66667	2	2	2	.4183094	.5447734
2010	"CHE"	"Western Europe"	7824909	590943	1139024	1874469	1918051	43	43	44	44	44	47	48	50	56	58	32	34	35	36	37	39	40	40	45	48	46	47	47	48	48	50	52	52	56	58	44.16667	35.5	47.66667	5	5	2	.3152589	.6076515
2000	"CHE"	"Western Europe"	7184250	359096	1091400	1558414	1368680	38	38	38	40	40	43	45	48	53	53	26	26	27	30	35	38	41	43	49	53	36	40	40	40	41	45	45	47	49	50	39.5	30.33333	40.33333	4	5	3	.230424	.7003274
2010	"BEL"	"Western Europe"	10895586	231271	1204991	1468406	1393800	32	32	32	34	35	37	38	38	45	48	9	10	11	11	11	12	13	19	22	31	41	42	44	46	47	54	54	59	67	69	33.66667	10.66667	45.66667	10	18	3	.157498	.8206116
2000	"ISR"	"MENA without GCC"	6289000	888360	1013441	1970436	1522017	37	39	40	41	41	41	41	43	43	43	44	45	45	47	48	49	51	54	56	56	39	39	39	39	39	39	41	41	41	44	39.83333	46.33333	39	4	1	4	.4508444	.5143232
2010	"NLD"	"Western Europe"	16615394	448352	1026298	1615790	1514477	36	36	38	39	41	44	48	50	54	58	21	22	26	27	34	40	45	53	58	73	36	39	42	45	47	51	55	61	63	66	39	28.33333	43.33333	8	7	4	.2774816	.635168
2000	"USA"	"Western Offshoots"	2.822e+08	9154391	21825095	32539152	3.25e+07	46	47	49	50	55	55	58	59	62	65	20	21	21	24	25	30	35	38	45	48	32	34	36	37	37	37	41	44	46	50	50.33333	23.5	35.5	3	7	5	.2813346	.6707334
2010	"DNK"	"Nordic"	5547683	108303	352336	472973	447241	23	25	26	28	30	30	30	33	34	37	13	14	15	15	16	16	20	22	25	28	39	39	41	42	45	47	49	53	56	59	27	14.83333	42.16667	12	14	5	.2289835	.7449389
2010	"ITA"	"Western Europe"	59277417	719933	4158297	5753400	5749077	44	44	44	44	45	45	46	47	48	48	12	13	14	15	15	15	17	19	22	30	40	41	43	43	44	45	45	45	46	47	44.33333	14	42.66667	5	15	5	.1251317	.7227547
2000	"NZL"	"Western Offshoots"	3857700	197339	348195	567518	508124	31	31	31	31	32	32	34	35	36	36	22	24	25	26	26	27	27	30	35	42	30	32	33	34	36	37	43	47	51	55	31.33333	25	33.66667	6	6	6	.3477229	.61354
2000	"NLD"	"Western Europe"	15925513	259313	911460	1282489	1216163	25	26	27	28	28	29	31	33	38	43	12	12	12	14	16	17	19	19	26	43	28	29	29	30	30	30	31	34	34	34	27.16667	13.83333	29.33333	7	12	7	.2021951	.7106962
2010	"CAN"	"Western Offshoots"	34004889	4033724	2866242	6968321	6447735	50	53	55	56	57	57	60	63	63	64	47	47	48	51	56	57	61	67	70	72	38	38	40	43	44	44	44	47	49	51	54.66667	51	41.16667	4	2	6	.578866	.4113246
2000	"ITA"	"Western Europe"	56942108	331899	2078398	2717524	2013528	18	20	20	20	20	20	21	23	24	26	4	5	5	6	8	9	9	10	13	17	26	26	29	30	31	31	31	32	32	33	19.66667	6.166667	28.83333	13	18	8	.1221329	.7648131
2000	"DNK"	"Nordic"	5339616	82352	258790	353824	331798	21	21	21	23	26	27	27	28	29	32	12	14	14	16	16	16	18	21	24	31	25	25	26	28	31	34	36	36	38	41	23.16667	14.66667	28.16667	10	11	8	.2327485	.7314088
2010	"USA"	"Western Offshoots"	3.093e+08	13994173	26709308	42181457	4.12e+07	50	52	54	56	59	61	65	66	69	72	27	29	30	32	36	42	44	52	57	66	36	37	39	41	43	45	50	51	57	63	55.33333	32.66667	40.16667	3	6	7	.3317612	.6332002
2010	"GBR"	"Western Europe"	62766365	3940562	3688925	7843156	6543899	55	56	57	59	59	59	63	65	65	69	60	62	62	64	69	72	77	79	88	94	35	36	37	39	42	43	47	49	55	57	57.5	64.83334	38.66667	2	1	8	.5024204	.4703368
2000	"GBR"	"Western Europe"	58892514	1607695	2898554	4639181	4264794	33	35	36	38	39	41	42	45	48	51	29	31	33	36	38	45	46	50	56	61	23	24	26	30	30	32	32	33	35	39	37	35.33333	27.5	5	3	9	.3465472	.6247987
2000	"PHL"	"East Asia & Pacific"	77958223	301465	1603517	1905948	213097	3	3	3	3	3	3	4	5	8	13	9	9	9	10	11	11	12	19	21	32	20	24	26	30	32	33	36	39	41	50	3	9.833333	27.5	29	15	9	.1581706	.8413225
2010	"ESP"	"Western Europe"	46576897	1414103	4146804	6261936	6237590	43	43	44	45	46	46	46	47	49	50	22	23	26	27	28	29	32	33	35	39	34	35	36	37	40	41	41	43	45	47	44.5	25.83333	37.16667	5	8	9	.2258252	.6622239
2010	"NZL"	"Western Offshoots"	4350700	452696	375214	838301	719114	37	37	37	37	37	37	37	39	39	39	36	36	39	41	43	44	47	48	48	48	34	34	36	38	38	40	44	45	46	47	37	39.83333	36.66667	9	4	10	.5400161	.4475886
2000	"DEU"	"Western Europe"	82211508	2016432	9781612	12238167	8280964	30	30	31	32	33	36	36	39	41	44	14	14	15	15	15	18	20	25	28	34	26	26	26	26	26	28	29	31	32	36	32	15.16667	26.33333	6	10	10	.1647658	.799271
2010	"ISR"	"MENA without GCC"	7623600	912534	873985	1889902	1351951	41	41	41	41	41	41	42	43	44	45	37	37	38	40	41	42	42	44	45	46	34	35	35	36	36	36	37	38	38	38	41	39.16667	35.33333	7	4	11	.4828473	.4624499
2000	"SWE"	"Nordic"	8872109	240416	680095	965446	909603	22	23	23	25	26	26	26	27	29	30	13	13	14	16	18	19	21	22	24	26	24	24	24	26	26	28	28	29	30	34	24.16667	15.5	25.33333	9	10	11	.2490207	.7044361
2000	"GRC"	"Balkan"	10805808	188000	841953	1098538	1077220	19	19	20	21	21	21	23	23	24	24	10	12	15	16	16	16	17	18	18	22	23	24	26	26	26	27	27	27	28	32	20.16667	14.16667	25.33333	12	11	11	.1711365	.7664305
2010	"DEU"	"Western Europe"	81776930	2137985	7646486	10400612	9656093	37	39	42	43	44	46	47	51	55	56	16	17	19	19	21	23	24	28	31	38	30	33	34	35	37	40	43	47	50	55	41.83333	19.16667	34.83333	6	11	12	.2055634	.7351958
2010	"SWE"	"Nordic"	9378126	386910	900788	1301614	1238676	27	28	29	29	29	32	32	35	37	41	21	22	22	24	27	29	29	31	35	37	31	31	33	37	38	39	40	44	47	49	29	24.16667	34.83333	11	9	12	.297254	.6920546
2000	"BEL"	"Western Europe"	10251250	214974	887397	1221437	1152658	22	22	22	22	22	24	25	26	31	33	10	12	13	14	17	19	21	25	25	32	21	22	22	23	25	28	29	31	34	37	22.33333	14.16667	23.5	11	11	12	.1760009	.7265189
2010	"GRC"	"Balkan"	11121341	246658	1047949	1315800	1287879	25	25	25	25	26	26	26	26	28	31	17	18	18	18	18	18	20	23	23	26	30	30	31	33	34	34	34	34	39	40	25.33333	17.83333	32	13	12	13	.1874586	.7964349
2000	"ESP"	"Western Europe"	40567864	482652	1552493	2159692	1620200	18	19	20	20	20	21	21	22	22	23	10	10	10	11	11	12	14	14	16	18	20	20	20	20	21	23	25	27	30	32	19.66667	10.66667	20.66667	13	14	13	.2234819	.7188492
2010	"FRA"	"Western Europe"	65030575	1875179	5122538	7312678	7121189	23	24	25	26	28	29	29	31	32	36	14	14	17	19	21	23	27	29	33	38	20	20	22	23	24	26	26	28	30	33	25.83333	18	22.5	13	12	14	.2564285	.700501
2010	"PRT"	"Western Europe"	10573100	214385	570272	798007	673522	18	18	18	18	18	18	19	20	20	23	15	15	15	16	16	16	16	17	18	19	21	23	23	23	23	23	25	25	28	29	18	15.5	22.66667	17	13	14	.2686505	.7146203
2010	"NOR"	"Nordic"	4889252	173913	354807	537702	506021	14	14	14	14	14	15	15	15	15	15	13	13	13	13	13	13	13	13	17	17	21	21	21	23	24	25	25	26	26	30	14.16667	13	22.5	20	16	14	.3234375	.659858
2000	"AUT"	"Western Europe"	8011566	134204	739138	922928	840792	13	13	13	14	14	15	15	15	17	17	2	2	2	2	2	3	5	7	7	8	15	16	16	18	20	20	20	20	21	24	13.66667	2.166667	17.5	18	22	14	.1454111	.800862
2000	"CHL"	"LATAM"	15351799	93696	290907	384603	154883	6	6	7	7	7	7	7	7	7	7	9	9	9	9	11	12	15	16	20	22	14	14	16	17	19	19	22	25	27	31	6.666667	9.833333	16.5	25	15	15	.2436174	.7563826
2000	"KGZ"	"Central Asia"	4898400	81472	369160	513642	379861	16	16	16	16	17	17	18	18	18	18	12	13	13	16	17	17	17	19	21	21	15	16	16	17	19	19	19	19	19	21	16.33333	14.66667	17	15	11	15	.1586163	.7187107
2000	"DOM"	"LATAM"	8540791	74991	460974	541371	351257	17	18	18	19	20	20	22	24	26	28	15	15	18	18	21	23	26	27	32	36	14	16	16	17	19	19	19	20	21	23	18.66667	18.33333	16.83333	14	8	15	.1385205	.8514937
2000	"FRA"	"Western Europe"	60921384	1283326	4823370	6817694	6171828	20	22	23	24	24	25	27	28	31	32	12	13	13	14	15	16	16	19	20	26	15	15	16	16	19	20	21	23	24	26	23	13.83333	16.83333	11	12	15	.1882346	.7074782
2010	"ZAF"	"Sub-Saharan South"	51784921	221253	2127953	2506116	1833756	20	23	23	26	27	27	28	29	32	34	3	3	4	4	4	7	8	9	14	18	18	20	21	22	22	26	29	32	33	39	24.33333	4.166667	21.5	14	23	15	.0882852	.8491039
2010	"AUT"	"Western Europe"	8363404	193790	869322	1141616	1249466	14	14	14	15	16	18	18	18	19	20	5	5	5	5	6	8	9	9	10	12	20	20	21	22	22	25	27	30	31	36	15.16667	5.666667	21.66667	19	22	15	.1697506	.7614837
2010	"IRL"	"Western Europe"	4560155	295991	425658	780575	717133	17	18	19	19	21	21	22	22	22	26	19	20	22	25	25	26	29	32	35	37	20	20	21	21	22	23	23	25	25	28	19.16667	22.83333	21.16667	15	10	15	.3791961	.5453134
2000	"PRT"	"Western Europe"	10289898	145828	445562	616645	568664	14	14	14	15	16	16	17	17	17	18	11	11	11	12	12	12	13	14	17	17	14	15	16	17	17	17	17	17	18	19	14.83333	11.5	16	17	13	16	.2364862	.7225584
2000	"NOR"	"Nordic"	4490967	77314	229423	316591	271502	8	8	8	8	8	8	8	8	8	10	6	6	8	8	8	8	9	9	10	10	16	16	16	16	16	16	16	16	16	16	8	7.333333	16	24	17	16	.2442078	.7246668
2010	"PAN"	"LATAM"	3623617	36485	106016	158549	156929	14	16	17	18	18	19	19	21	24	27	4	5	6	6	6	8	10	13	15	17	13	13	14	15	16	18	18	20	22	23	17	5.833333	14.83333	18	22	16	.2301181	.6686639
2010	"LVA"	"Baltic"	2097555	143603	389112	534288	313669	7	7	7	8	8	9	10	10	10	10	11	11	12	12	12	13	13	13	15	16	13	14	14	14	15	15	15	16	16	16	7.666667	11.83333	14.16667	27	17	16	.2687745	.7282814
2000	"RUS"	"Eastern Europe"	1.466e+08	2840744	8738574	12001559	1.19e+07	16	16	16	16	16	17	17	17	18	18	14	14	14	15	15	15	16	16	16	17	14	14	14	15	15	15	15	15	15	15	16.16667	14.5	14.5	15	11	17	.2366979	.7281199
2010	"MLI"	"Sub-Saharan North"	15529181	13969	256297	317902	307989	12	13	13	16	19	22	26	27	31	33	1	1	1	2	3	4	4	5	6	9	11	13	13	14	15	18	21	28	32	36	15.83333	2	14	19	26	17	.0439412	.8062139
2000	"ZAF"	"Sub-Saharan South"	46813266	122228	886553	1018924	942647	14	14	15	15	16	17	21	21	22	25	3	3	4	5	5	6	7	9	11	13	11	12	13	13	15	15	16	18	19	24	15.16667	4.333333	13.16667	16	20	18	.1199579	.8700874
2010	"MOZ"	"Sub-Saharan South"	23073723	23180	335833	394987	244700	10	10	10	12	12	13	13	13	13	13	2	2	3	3	3	4	6	7	8	13	11	11	11	12	13	15	15	16	17	20	11.16667	2.833333	12.16667	23	25	18	.0586855	.8502381
2000	"BEN"	"Sub-Saharan North"	6998023	5793	226217	232010	121139	3	3	3	3	4	5	5	5	6	6	1	2	2	3	3	3	4	5	7	7	11	11	11	13	14	14	14	14	17	19	3.5	2.333333	12.33333	28	22	19	.0249688	.9750313
2000	"VEN"	"LATAM"	24427729	110088	900870	1022116	1003868	12	12	12	12	12	12	14	15	18	21	4	5	5	6	6	6	6	9	10	10	11	12	12	12	12	14	14	15	16	19	12	5.333333	12.16667	20	19	19	.107706	.8813775
2000	"PAN"	"LATAM"	3001731	12248	65394	83876	82520	7	8	9	10	10	12	13	14	16	18	1	2	2	2	2	3	3	4	6	9	9	11	11	13	15	15	17	19	21	25	9.333333	2	12.33333	22	23	19	.1460251	.7796509
2000	"IRL"	"Western Europe"	3805174	170091	241110	441201	343912	11	11	13	13	14	16	18	18	18	19	13	13	13	15	19	21	22	23	26	28	12	13	13	13	13	14	14	14	14	18	13	15.66667	13	19	10	19	.3855182	.5464856
2000	"JOR"	"MENA without GCC"	5056174	305743	1233406	1923932	1923872	13	15	15	16	16	16	17	20	21	24	10	10	11	12	12	12	13	13	15	15	11	13	13	13	13	15	16	17	19	21	15.16667	11.16667	13	16	13	19	.1589157	.641086
2000	"CIV"	"Sub-Saharan North"	16799670	55681	1628528	2103125	2103003	13	13	13	13	13	13	13	13	13	13	7	8	9	9	11	11	12	12	13	13	13	13	13	13	13	13	13	13	13	13	13	9.166667	13	19	15	19	.0264754	.7743372
2010	"CMR"	"Sub-Saharan North"	19878036	13224	401168	435729	278637	6	6	6	6	7	7	8	8	9	11	0	1	1	2	3	3	3	3	3	4	10	11	12	12	12	13	14	14	15	20	6.333333	1.666667	11.66667	28	26	19	.0303491	.9206824
2010	"LBR"	"Sub-Saharan North"	4019956	4099	83715	95953	92870	11	11	12	13	13	15	16	17	18	20	4	4	4	5	5	7	8	8	9	12	10	11	11	12	12	12	12	14	16	17	12.5	4.833333	11.33333	22	23	19	.0427188	.8724584
2010	"MWI"	"Sub-Saharan North"	14718422	3701	182144	192920	166534	7	8	8	9	9	9	9	9	9	9	0	0	0	0	0	0	1	1	2	4	10	10	10	11	14	16	16	22	23	26	8.333333	0	11.83333	26	28	19	.0191841	.9441426
2010	"HKG"	"East Asia & Pacific"	7024200	881994	1450739	2802058	2678881	13	14	14	14	14	15	15	15	15	15	12	12	12	13	14	15	16	16	17	18	10	10	10	11	11	11	11	13	13	14	14	13	10.5	21	16	20	.3147665	.5177405
2010	"TGO"	"Sub-Saharan North"	6571855	10032	301101	335833	235074	10	10	10	10	12	13	14	15	16	22	6	6	6	6	7	9	9	10	13	15	10	10	10	10	12	14	14	15	16	20	10.83333	6.666667	11	24	21	20	.029872	.8965796
2010	"TUR"	"Balkan"	73195345	327027	1296538	1722179	1250405	9	9	9	9	9	9	9	11	12	14	2	2	2	3	4	5	5	7	9	11	8	8	11	11	12	12	12	12	12	13	9	3	10.33333	26	25	20	.1898914	.7528474
2000	"CRI"	"LATAM"	3979193	31157	229875	302562	299906	13	14	14	14	14	16	16	17	19	22	12	13	14	14	16	18	18	19	20	25	10	11	11	11	12	13	13	16	17	18	14.16667	14.5	11.33333	17	11	20	.1029772	.7597616
2000	"UKR"	"Eastern Europe"	49176500	2578935	2581342	5364403	5137559	15	15	15	17	17	19	19	19	19	20	16	16	17	17	17	18	21	23	24	29	10	11	12	13	13	13	14	17	18	19	16.33333	16.83333	12	15	9	20	.4807497	.4811984
2010	"SVN"	"Balkan"	2048583	22958	177196	211760	243046	8	8	8	8	10	11	11	11	11	11	4	4	4	5	5	6	6	6	6	7	9	9	9	9	11	12	12	12	12	12	8.833333	4.666667	9.833333	26	23	21	.1084152	.8367775
2010	"NAM"	"Sub-Saharan South"	2099271	28515	78698	119060	92068	17	17	18	18	19	21	22	23	24	25	9	11	13	14	15	17	18	20	20	25	8	8	8	10	11	12	14	16	18	21	18.33333	13.16667	9.5	16	15	21	.2395011	.6609945
2010	"HRV"	"Balkan"	4295427	89974	439194	533441	547059	9	9	9	9	9	9	9	10	10	11	4	7	8	8	8	8	8	8	8	8	8	10	10	10	10	10	11	11	12	12	9	7.166667	9.666667	26	20	21	.1686672	.8233225
2010	"RUS"	"Eastern Europe"	1.428e+08	3311683	7918366	11411604	1.12e+07	11	14	14	14	14	14	15	15	15	15	11	11	11	11	11	12	12	12	13	14	10	10	10	10	10	10	10	10	10	10	13.5	11.16667	10	21	17	21	.2902031	.6938872
2010	"THA"	"East Asia & Pacific"	68270489	288723	2875053	3648028	3233630	3	3	3	3	3	3	3	4	4	4	8	10	11	13	13	13	15	17	24	29	10	10	10	10	10	10	12	15	16	19	3	11.33333	10	32	17	21	.079145	.7881116
2000	"ARM"	"Central Asia"	3168523	125901	430998	662212	620651	9	9	9	9	10	10	11	11	11	11	10	11	11	11	12	12	14	15	18	20	9	10	10	12	12	12	14	14	17	18	9.333333	11.16667	10.83333	22	13	21	.1901219	.6508459
2000	"HKG"	"East Asia & Pacific"	6665000	319375	2264832	2604552	2245148	13	13	14	14	14	16	16	16	16	16	13	13	14	15	16	17	18	18	19	19	9	9	10	10	11	11	11	12	15	15	14	14.66667	10	18	11	22	.1226219	.8695668
2000	"ARG"	"LATAM"	37070774	135942	1398457	1546095	1458628	9	9	9	11	12	13	15	17	23	24	3	3	4	4	5	5	5	6	6	7	8	8	9	10	10	10	12	15	17	21	10.5	4	9.166667	21	21	22	.087926	.9045091
2000	"PRY"	"LATAM"	5123819	20216	157438	187258	172346	10	10	10	10	11	11	11	11	11	11	4	4	4	5	5	6	6	8	9	10	9	9	9	9	10	10	10	12	12	14	10.33333	4.666667	9.333333	21	20	22	.107958	.8407544
2000	"URY"	"LATAM"	3292224	16892	66223	90149	81477	7	8	8	8	8	8	8	8	8	8	3	3	3	3	4	4	5	5	6	11	7	8	8	11	11	13	13	15	20	20	7.833333	3.333333	9.666667	24	21	22	.1873787	.7345949
2010	"NER"	"Sub-Saharan South"	16647543	3458	114696	139218	116311	4	4	4	5	5	5	5	5	5	6	0	0	0	0	0	0	0	0	2	4	8	8	8	8	8	9	10	10	11	15	4.5	0	8.166667	30	28	22	.0248387	.823859
2010	"CRI"	"LATAM"	4622252	66372	303347	398452	391610	14	14	14	14	14	15	16	18	20	21	16	17	17	18	19	20	20	20	24	27	8	8	9	9	9	9	11	12	12	17	14.16667	17.83333	8.666667	20	12	22	.1665746	.7613138
2010	"CZE"	"Eastern Europe"	10474410	116000	618694	739529	393494	6	6	6	6	6	6	6	8	8	8	3	3	4	4	4	4	4	4	4	5	8	8	8	8	8	9	11	11	14	17	6	3.666667	8.166667	29	24	22	.1568566	.8366055
2010	"BLR"	"Eastern Europe"	9483836	317483	709290	1152988	1090031	9	9	9	9	9	9	9	9	10	10	8	8	8	8	10	11	12	13	14	14	9	9	9	9	9	9	11	11	12	12	9	8.833333	9	26	19	22	.2753567	.6151755
2010	"PRY"	"LATAM"	5768613	18810	154799	176387	156416	8	8	9	10	10	11	11	11	11	11	1	1	1	1	2	3	3	3	3	7	8	9	9	9	9	9	10	11	12	12	9.333333	1.5	8.833333	25	26	22	.1066405	.87761
2000	"GMB"	"Sub-Saharan North"	1437539	8593	142916	186472	177198	6	6	6	6	6	7	7	7	7	7	8	8	8	8	8	8	9	9	9	9	8	9	9	9	9	9	9	9	9	9	6.166667	8	8.833333	25	17	23	.046082	.7664207
2000	"MWI"	"Sub-Saharan North"	11229387	6081	141242	182909	173125	9	9	9	9	9	9	9	9	9	9	1	1	1	1	3	4	6	7	7	8	8	9	9	9	9	9	10	11	12	15	9	1.833333	8.833333	23	23	23	.033246	.7721982
2000	"SGP"	"East Asia & Pacific"	4027887	177878	802467	1210085	1209004	8	8	8	8	8	8	8	8	8	8	6	6	7	8	8	9	9	9	9	9	9	9	9	9	9	9	9	9	9	9	8	7.333333	9	24	17	23	.1469963	.6631493
2000	"SLE"	"Sub-Saharan North"	4584067	5106	77069	98986	96741	9	9	10	10	10	11	12	13	15	15	1	2	2	3	4	5	5	6	8	12	8	8	8	8	8	9	9	10	13	16	9.833333	2.833333	8.166667	22	22	23	.0515831	.7785848
